model,train_alpha,score_type,mean_score,std_score,q95,q99
Baseline GCN (Ref),0.6,combined_score,1.0093674659729004,0.5377458930015564,2.061514139175415,2.5164554119110107
Baseline GCN (Ref),0.6,population_error,1.1560183763504028,0.8451874852180481,2.845097780227661,3.5874252319335938
Baseline GCN (Ref),0.6,country_score,0.789391040802002,0.27541178464889526,0.9993724226951599,0.9999979138374329
AnomalyDetector GCN (Ref),0.6,combined_score,1.0850257873535156,0.5455988049507141,2.183838367462158,2.645259141921997
AnomalyDetector GCN (Ref),0.6,population_error,1.2065273523330688,0.8870763778686523,3.0050952434539795,3.762228488922119
AnomalyDetector GCN (Ref),0.6,country_score,0.9027731418609619,0.15084955096244812,0.9991644620895386,0.9998297095298767
GAT_h16_l2_head1_a0.1,0.1,combined_score,0.7729094624519348,0.5640272498130798,1.97833251953125,2.5420219898223877
GAT_h16_l2_head1_a0.1,0.1,population_error,0.8268718719482422,0.874847948551178,2.7232863903045654,3.691005229949951
GAT_h16_l2_head1_a0.1,0.1,country_score,0.691965639591217,0.31881895661354065,0.9988498091697693,0.999808132648468
GAT_h16_l2_head1_a0.3,0.3,combined_score,0.7600959539413452,0.5262765884399414,1.965147614479065,2.415928840637207
GAT_h16_l2_head1_a0.3,0.3,population_error,0.7864267826080322,0.8235957622528076,2.697171211242676,3.4674086570739746
GAT_h16_l2_head1_a0.3,0.3,country_score,0.7205997109413147,0.29586225748062134,0.9985821843147278,0.999878466129303
GAT_h16_l2_head1_a0.5,0.5,combined_score,0.8222975134849548,0.5402193665504456,2.00244402885437,2.629572629928589
GAT_h16_l2_head1_a0.5,0.5,population_error,0.8080126643180847,0.8689806461334229,2.7286198139190674,3.8528361320495605
GAT_h16_l2_head1_a0.5,0.5,country_score,0.8437244892120361,0.20287247002124786,0.9989438652992249,0.9996715188026428
GAT_h16_l2_head1_a0.7,0.7,combined_score,0.7731835842132568,0.5434406995773315,1.8488236665725708,2.6529040336608887
GAT_h16_l2_head1_a0.7,0.7,population_error,0.781857967376709,0.8588122725486755,2.5021421909332275,3.7559316158294678
GAT_h16_l2_head1_a0.7,0.7,country_score,0.7601718902587891,0.2963320314884186,0.9989015460014343,0.9997096657752991
GAT_h16_l2_head1_a0.9,0.9,combined_score,0.8106138110160828,0.5252343416213989,1.8933701515197754,2.5078892707824707
GAT_h16_l2_head1_a0.9,0.9,population_error,0.8224746584892273,0.8271564245223999,2.5433828830718994,3.5516560077667236
GAT_h16_l2_head1_a0.9,0.9,country_score,0.7928224205970764,0.2707669138908386,0.9982666969299316,0.9992790222167969
GAT_h16_l2_head2_a0.1,0.1,combined_score,4.984979629516602,0.836388349533081,6.596940517425537,7.453673362731934
GAT_h16_l2_head2_a0.1,0.1,population_error,7.666378021240234,1.3968567848205566,10.400004386901855,11.757562637329102
GAT_h16_l2_head2_a0.1,0.1,country_score,0.9628822803497314,0.06768746674060822,0.9986454844474792,0.9995549321174622
GAT_h16_l2_head2_a0.3,0.3,combined_score,0.7470111846923828,0.5387057065963745,1.907698392868042,2.371277332305908
GAT_h16_l2_head2_a0.3,0.3,population_error,0.7608745694160461,0.8369333148002625,2.5750012397766113,3.3455913066864014
GAT_h16_l2_head2_a0.3,0.3,country_score,0.7262159585952759,0.28796979784965515,0.9988158345222473,0.9997321367263794
GAT_h16_l2_head2_a0.5,0.5,combined_score,0.7288491725921631,0.5499095916748047,1.8889092206954956,2.5493197441101074
GAT_h16_l2_head2_a0.5,0.5,population_error,0.7380824089050293,0.8545529246330261,2.586237668991089,3.6801350116729736
GAT_h16_l2_head2_a0.5,0.5,country_score,0.714999258518219,0.32260632514953613,0.9989435076713562,0.9997481107711792
GAT_h16_l2_head2_a0.7,0.7,combined_score,0.782795250415802,0.5342015027999878,1.749042272567749,2.7362544536590576
GAT_h16_l2_head2_a0.7,0.7,population_error,0.7735813856124878,0.8281437754631042,2.367258310317993,3.8964037895202637
GAT_h16_l2_head2_a0.7,0.7,country_score,0.7966160178184509,0.2848326861858368,0.9986107349395752,0.9993297457695007
GAT_h16_l2_head2_a0.9,0.9,combined_score,0.7474929690361023,0.5721021294593811,2.032499313354492,2.613711357116699
GAT_h16_l2_head2_a0.9,0.9,population_error,0.735532820224762,0.9108380675315857,2.746750593185425,3.7453503608703613
GAT_h16_l2_head2_a0.9,0.9,country_score,0.7654331922531128,0.3096323311328888,0.9984122514724731,0.9992808699607849
GAT_h16_l2_head4_a0.1,0.1,combined_score,0.7520090937614441,0.5232344269752502,1.842389464378357,2.3163955211639404
GAT_h16_l2_head4_a0.1,0.1,population_error,0.7912564277648926,0.811417281627655,2.4988150596618652,3.3292276859283447
GAT_h16_l2_head4_a0.1,0.1,country_score,0.6931380033493042,0.3408578634262085,0.9989670515060425,0.9998510479927063
GAT_h16_l2_head4_a0.3,0.3,combined_score,0.6343239545822144,0.5385797023773193,1.7525813579559326,2.545640468597412
GAT_h16_l2_head4_a0.3,0.3,population_error,0.6475625038146973,0.8171958327293396,2.3773193359375,3.6928329467773438
GAT_h16_l2_head4_a0.3,0.3,country_score,0.6144661903381348,0.36597949266433716,0.999275267124176,0.999955415725708
GAT_h16_l2_head4_a0.5,0.5,combined_score,0.7198799848556519,0.5288680791854858,1.8541641235351562,2.6000123023986816
GAT_h16_l2_head4_a0.5,0.5,population_error,0.7187722325325012,0.821816623210907,2.488273859024048,3.7131614685058594
GAT_h16_l2_head4_a0.5,0.5,country_score,0.7215414643287659,0.3268222510814667,0.9991961121559143,0.9998109340667725
GAT_h16_l2_head4_a0.7,0.7,combined_score,0.7204792499542236,0.5227617621421814,1.770500659942627,2.631528615951538
GAT_h16_l2_head4_a0.7,0.7,population_error,0.6943539381027222,0.8070571422576904,2.3544559478759766,3.781519889831543
GAT_h16_l2_head4_a0.7,0.7,country_score,0.7596670985221863,0.31055736541748047,0.9990604519844055,0.9996691346168518
GAT_h16_l2_head4_a0.9,0.9,combined_score,0.7089492082595825,0.5117908716201782,1.7621042728424072,2.48099684715271
GAT_h16_l2_head4_a0.9,0.9,population_error,0.662837564945221,0.8032143712043762,2.38018536567688,3.5707874298095703
GAT_h16_l2_head4_a0.9,0.9,country_score,0.7781165838241577,0.2702546715736389,0.9980950355529785,0.9990994930267334
GAT_h16_l3_head1_a0.1,0.1,combined_score,0.9375141263008118,0.5792554616928101,2.1593542098999023,2.741145133972168
GAT_h16_l3_head1_a0.1,0.1,population_error,1.0902643203735352,0.9144553542137146,2.9694230556488037,4.061117172241211
GAT_h16_l3_head1_a0.1,0.1,country_score,0.7083888649940491,0.3193850517272949,0.9992415308952332,0.9998134970664978
GAT_h16_l3_head1_a0.3,0.3,combined_score,1.1004421710968018,0.6562031507492065,2.3750627040863037,2.985347270965576
GAT_h16_l3_head1_a0.3,0.3,population_error,1.281846046447754,1.0487984418869019,3.3202970027923584,4.399855136871338
GAT_h16_l3_head1_a0.3,0.3,country_score,0.828336238861084,0.25275883078575134,0.9989690184593201,0.9997519850730896
GAT_h16_l3_head1_a0.5,0.5,combined_score,4.039549827575684,0.8807844519615173,5.753050327301025,6.619485855102539
GAT_h16_l3_head1_a0.5,0.5,population_error,6.070355415344238,1.4688682556152344,8.923766136169434,10.36955738067627
GAT_h16_l3_head1_a0.5,0.5,country_score,0.9933407306671143,0.0068170251324772835,0.998150646686554,0.9987230896949768
GAT_h16_l3_head1_a0.7,0.7,combined_score,0.9446994066238403,0.5756709575653076,2.0185532569885254,2.5183019638061523
GAT_h16_l3_head1_a0.7,0.7,population_error,1.0432586669921875,0.9078460931777954,2.777947425842285,3.6296331882476807
GAT_h16_l3_head1_a0.7,0.7,country_score,0.7968606948852539,0.2720957398414612,0.9986472725868225,0.9995314478874207
GAT_h16_l3_head1_a0.9,0.9,combined_score,0.8793631792068481,0.567234456539154,2.0130062103271484,2.65763521194458
GAT_h16_l3_head1_a0.9,0.9,population_error,0.9301538467407227,0.8838307857513428,2.8090572357177734,3.785719633102417
GAT_h16_l3_head1_a0.9,0.9,country_score,0.8031769394874573,0.2650856375694275,0.9982377290725708,0.9992798566818237
GAT_h16_l3_head2_a0.1,0.1,combined_score,0.850708544254303,0.5899397134780884,2.0521905422210693,2.7646372318267822
GAT_h16_l3_head2_a0.1,0.1,population_error,0.9761678576469421,0.9198033809661865,2.9018795490264893,4.088286876678467
GAT_h16_l3_head2_a0.1,0.1,country_score,0.6625196933746338,0.3581339716911316,0.999046266078949,0.9998375773429871
GAT_h16_l3_head2_a0.3,0.3,combined_score,0.8514112830162048,0.6189737915992737,2.1227867603302,2.856663465499878
GAT_h16_l3_head2_a0.3,0.3,population_error,0.9447658061981201,0.9787188768386841,2.9770328998565674,4.220893383026123
GAT_h16_l3_head2_a0.3,0.3,country_score,0.7113794088363647,0.35172149538993835,0.9993563294410706,0.9998958110809326
GAT_h16_l3_head2_a0.5,0.5,combined_score,0.7960987687110901,0.5594072341918945,1.907286286354065,2.5873568058013916
GAT_h16_l3_head2_a0.5,0.5,population_error,0.8321259617805481,0.8748741149902344,2.5775299072265625,3.666930913925171
GAT_h16_l3_head2_a0.5,0.5,country_score,0.7420579791069031,0.3166726231575012,0.9993641972541809,0.9999048709869385
GAT_h16_l3_head2_a0.7,0.7,combined_score,4.496181964874268,0.9420099854469299,6.245267868041992,7.027220726013184
GAT_h16_l3_head2_a0.7,0.7,population_error,6.830451965332031,1.570805311203003,9.74960994720459,11.052541732788086
GAT_h16_l3_head2_a0.7,0.7,country_score,0.9947770833969116,0.005754286423325539,0.9986665844917297,0.9990708827972412
GAT_h16_l3_head2_a0.9,0.9,combined_score,0.8900560140609741,0.5529231429100037,2.0019397735595703,2.5844831466674805
GAT_h16_l3_head2_a0.9,0.9,population_error,0.9327675104141235,0.8866595029830933,2.715562582015991,3.6867074966430664
GAT_h16_l3_head2_a0.9,0.9,country_score,0.82598876953125,0.23388737440109253,0.9983633160591125,0.9994839429855347
GAT_h16_l3_head4_a0.1,0.1,combined_score,0.8441548943519592,0.5994517803192139,2.029226064682007,2.6844239234924316
GAT_h16_l3_head4_a0.1,0.1,population_error,0.9716253280639648,0.931341826915741,2.836188793182373,4.068940162658691
GAT_h16_l3_head4_a0.1,0.1,country_score,0.6529492139816284,0.36351048946380615,0.9993105530738831,0.9999493360519409
GAT_h16_l3_head4_a0.3,0.3,combined_score,0.7316857576370239,0.5747405886650085,1.9834789037704468,2.4716055393218994
GAT_h16_l3_head4_a0.3,0.3,population_error,0.7674024701118469,0.8960962295532227,2.7085068225860596,3.534393548965454
GAT_h16_l3_head4_a0.3,0.3,country_score,0.678110659122467,0.3359564542770386,0.9991102814674377,0.9998384118080139
GAT_h16_l3_head4_a0.5,0.5,combined_score,4.090236186981201,0.9197806715965271,5.657224178314209,6.388751029968262
GAT_h16_l3_head4_a0.5,0.5,population_error,6.154970645904541,1.5336426496505737,8.769599914550781,9.986367225646973
GAT_h16_l3_head4_a0.5,0.5,country_score,0.9931339025497437,0.013199188746511936,0.9993797540664673,0.9997575283050537
GAT_h16_l3_head4_a0.7,0.7,combined_score,0.7358803153038025,0.5394930839538574,1.9203639030456543,2.3847808837890625
GAT_h16_l3_head4_a0.7,0.7,population_error,0.7460700869560242,0.840137243270874,2.5814855098724365,3.423393487930298
GAT_h16_l3_head4_a0.7,0.7,country_score,0.7205957174301147,0.31541386246681213,0.9988731145858765,0.9998094439506531
GAT_h16_l3_head4_a0.9,0.9,combined_score,0.8884064555168152,0.5307372212409973,1.9620023965835571,2.525059700012207
GAT_h16_l3_head4_a0.9,0.9,population_error,0.9358665347099304,0.8343340158462524,2.6509084701538086,3.5454845428466797
GAT_h16_l3_head4_a0.9,0.9,country_score,0.8172163963317871,0.29393473267555237,0.9987951517105103,0.9995672106742859
GAT_h16_l4_head1_a0.1,0.1,combined_score,0.9128336310386658,0.6210666298866272,2.0613110065460205,2.7752790451049805
GAT_h16_l4_head1_a0.1,0.1,population_error,1.0660135746002197,0.9689971208572388,2.8890798091888428,4.090325355529785
GAT_h16_l4_head1_a0.1,0.1,country_score,0.6830635666847229,0.3519260585308075,0.9988353252410889,0.999889075756073
GAT_h16_l4_head1_a0.3,0.3,combined_score,0.8643257021903992,0.6053850054740906,2.0484328269958496,2.6486735343933105
GAT_h16_l4_head1_a0.3,0.3,population_error,0.9781963229179382,0.9498753547668457,2.794358253479004,3.9411373138427734
GAT_h16_l4_head1_a0.3,0.3,country_score,0.6935197710990906,0.3361073434352875,0.998916506767273,0.9998593330383301
GAT_h16_l4_head1_a0.5,0.5,combined_score,0.9408143758773804,0.60465407371521,2.139664888381958,2.5370492935180664
GAT_h16_l4_head1_a0.5,0.5,population_error,1.0600875616073608,0.9535713791847229,2.9391467571258545,3.7564499378204346
GAT_h16_l4_head1_a0.5,0.5,country_score,0.7619045972824097,0.30705639719963074,0.998967170715332,0.999570906162262
GAT_h16_l4_head1_a0.7,0.7,combined_score,0.8795151710510254,0.5391941070556641,1.9733437299728394,2.7274158000946045
GAT_h16_l4_head1_a0.7,0.7,population_error,0.926034688949585,0.8636086583137512,2.6774888038635254,3.882230758666992
GAT_h16_l4_head1_a0.7,0.7,country_score,0.8097354769706726,0.24308651685714722,0.9991703033447266,0.9996313452720642
GAT_h16_l4_head1_a0.9,0.9,combined_score,1.120673418045044,0.6441838145256042,2.3192853927612305,3.0899887084960938
GAT_h16_l4_head1_a0.9,0.9,population_error,1.2717511653900146,1.0486373901367188,3.2268741130828857,4.492160320281982
GAT_h16_l4_head1_a0.9,0.9,country_score,0.8940567374229431,0.1606958955526352,0.9988037347793579,0.9996288418769836
GAT_h16_l4_head2_a0.1,0.1,combined_score,1.1183010339736938,0.6266731023788452,2.2733912467956543,3.0726065635681152
GAT_h16_l4_head2_a0.1,0.1,population_error,1.2975544929504395,1.0132267475128174,3.1488418579101562,4.503648281097412
GAT_h16_l4_head2_a0.1,0.1,country_score,0.8494204878807068,0.1988840401172638,0.9988137483596802,0.9998233318328857
GAT_h16_l4_head2_a0.3,0.3,combined_score,1.13996160030365,0.574000358581543,2.171082019805908,2.954479217529297
GAT_h16_l4_head2_a0.3,0.3,population_error,1.3406639099121094,0.9148614406585693,3.0333869457244873,4.344944953918457
GAT_h16_l4_head2_a0.3,0.3,country_score,0.8389080166816711,0.2159581333398819,0.9989640712738037,0.9998447299003601
GAT_h16_l4_head2_a0.5,0.5,combined_score,0.7826286554336548,0.5673761367797852,1.995237946510315,2.703613042831421
GAT_h16_l4_head2_a0.5,0.5,population_error,0.790238082408905,0.8954224586486816,2.7040741443634033,3.8651161193847656
GAT_h16_l4_head2_a0.5,0.5,country_score,0.7712143063545227,0.28050941228866577,0.9992654323577881,0.9998332858085632
GAT_h16_l4_head2_a0.7,0.7,combined_score,0.7957510352134705,0.5854998826980591,1.9910014867782593,2.774731159210205
GAT_h16_l4_head2_a0.7,0.7,population_error,0.816135585308075,0.9193400144577026,2.7360849380493164,4.018500804901123
GAT_h16_l4_head2_a0.7,0.7,country_score,0.7651742100715637,0.29718339443206787,0.9991795420646667,0.9996603727340698
GAT_h16_l4_head2_a0.9,0.9,combined_score,0.8725385665893555,0.5564640760421753,2.0487232208251953,2.518568992614746
GAT_h16_l4_head2_a0.9,0.9,population_error,0.8789681792259216,0.8868429064750671,2.7672901153564453,3.5575783252716064
GAT_h16_l4_head2_a0.9,0.9,country_score,0.8628942370414734,0.21509063243865967,0.998415470123291,0.9992145299911499
GAT_h16_l4_head4_a0.1,0.1,combined_score,0.8115053176879883,0.6081156134605408,2.0550384521484375,2.795147657394409
GAT_h16_l4_head4_a0.1,0.1,population_error,0.9332310557365417,0.9436538815498352,2.8563296794891357,4.070275783538818
GAT_h16_l4_head4_a0.1,0.1,country_score,0.6289165019989014,0.38045912981033325,0.998616635799408,0.9999474287033081
GAT_h16_l4_head4_a0.3,0.3,combined_score,0.7640528678894043,0.5602501034736633,1.9995416402816772,2.63952374458313
GAT_h16_l4_head4_a0.3,0.3,population_error,0.8151797652244568,0.8763952255249023,2.822111129760742,3.769296884536743
GAT_h16_l4_head4_a0.3,0.3,country_score,0.6873624920845032,0.34630286693573,0.9991374015808105,0.999747633934021
GAT_h16_l4_head4_a0.5,0.5,combined_score,0.7634950280189514,0.5324673652648926,1.8758846521377563,2.560457944869995
