model,train_alpha,score_type,mean_score,std_score,q95,q99
Baseline GCN (Ref),0.6,combined_score,1.0037449598312378,0.5086172819137573,1.915391445159912,2.6035399436950684
Baseline GCN (Ref),0.6,population_error,1.1344820261001587,0.8032916784286499,2.616751194000244,3.702084541320801
Baseline GCN (Ref),0.6,country_score,0.807639479637146,0.23821735382080078,0.9996252655982971,0.9999985694885254
AnomalyDetector GCN (Ref),0.6,combined_score,1.0099613666534424,0.5278395414352417,1.9307208061218262,2.5362963676452637
AnomalyDetector GCN (Ref),0.6,population_error,1.1294065713882446,0.8384167551994324,2.600698471069336,3.5918476581573486
AnomalyDetector GCN (Ref),0.6,country_score,0.8307937979698181,0.22857666015625,0.9993447661399841,0.9999831318855286
Improved GAT (BaseRun),0.6,combined_score,1.0263664722442627,0.6049996614456177,2.173018455505371,2.962448835372925
Improved GAT (BaseRun),0.6,population_error,1.1753613948822021,0.985068142414093,3.0216848850250244,4.310460090637207
Improved GAT (BaseRun),0.6,country_score,0.8028740882873535,0.2489163875579834,0.9996533393859863,0.9998727440834045
Improved GAT (BaseRun) (Pop-Only),1.0,combined_score,0.7980858087539673,0.4666116535663605,1.7477599382400513,2.401388168334961
Improved GAT (BaseRun) (Pop-Only),1.0,population_error,0.6666209697723389,0.7776860594749451,2.249411106109619,3.3387913703918457
Improved GAT (BaseRun) (Pop-Only),1.0,country_score,0.9952830672264099,1.589972953297547e-07,0.995283305644989,0.9952834248542786
Improved GAT (BaseRun) (Country-Only),0.0,combined_score,5.635922908782959,1.0283881425857544,7.669071674346924,8.526689529418945
Improved GAT (BaseRun) (Country-Only),0.0,population_error,8.730730056762695,1.7147220373153687,12.117474555969238,13.564558982849121
Improved GAT (BaseRun) (Country-Only),0.0,country_score,0.993710458278656,0.00833173468708992,0.9998916983604431,0.999973714351654
