model,train_alpha,score_type,mean_score,std_score,q95,q99
GAT_h32_l3_head2_a0.1,0.1,combined_score,0.8451140522956848,0.6036650538444519,2.069977283477783,2.7688724994659424
GAT_h32_l3_head2_a0.1,0.1,population_error,0.9504689574241638,0.9446767568588257,2.9135191440582275,4.099085807800293
GAT_h32_l3_head2_a0.1,0.1,country_score,0.687081515789032,0.3260180354118347,0.9992856383323669,0.9999272227287292
GAT_h32_l3_head2_a0.3,0.3,combined_score,0.7658877968788147,0.5652921795845032,2.041221857070923,2.6211440563201904
GAT_h32_l3_head2_a0.3,0.3,population_error,0.8266429305076599,0.894778311252594,2.8061370849609375,3.9168567657470703
GAT_h32_l3_head2_a0.3,0.3,country_score,0.6747548580169678,0.3169586956501007,0.999067485332489,0.9999014735221863
GAT_h32_l3_head2_a0.5,0.5,combined_score,0.7764245867729187,0.5717377662658691,2.010005474090576,2.4753239154815674
GAT_h32_l3_head2_a0.5,0.5,population_error,0.8187100291252136,0.9001157879829407,2.7644386291503906,3.6778290271759033
GAT_h32_l3_head2_a0.5,0.5,country_score,0.7129964232444763,0.30251502990722656,0.9991353154182434,0.9998390078544617
GAT_h32_l3_head2_a0.7,0.7,combined_score,0.93168705701828,0.5805079340934753,2.114196300506592,2.6695971488952637
GAT_h32_l3_head2_a0.7,0.7,population_error,1.0265038013458252,0.9264019727706909,2.888957977294922,3.8779001235961914
GAT_h32_l3_head2_a0.7,0.7,country_score,0.7894620299339294,0.2811160087585449,0.9994183778762817,0.999836266040802
GAT_h32_l3_head2_a0.9,0.9,combined_score,0.7729015946388245,0.575361967086792,2.0616724491119385,2.522054433822632
GAT_h32_l3_head2_a0.9,0.9,population_error,0.7917295098304749,0.9084380269050598,2.8689675331115723,3.70361590385437
GAT_h32_l3_head2_a0.9,0.9,country_score,0.7446595430374146,0.2823663651943207,0.9984923601150513,0.9993541836738586
GAT_h32_l3_head4_a0.1,0.1,combined_score,0.7859838604927063,0.5733811855316162,1.9252009391784668,2.522695541381836
GAT_h32_l3_head4_a0.1,0.1,population_error,0.9160091876983643,0.8970047831535339,2.834390640258789,3.828725814819336
GAT_h32_l3_head4_a0.1,0.1,country_score,0.5909456610679626,0.35600176453590393,0.9997249841690063,0.9999613165855408
GAT_h32_l3_head4_a0.3,0.3,combined_score,0.7582951188087463,0.5584018230438232,1.9947930574417114,2.4213309288024902
GAT_h32_l3_head4_a0.3,0.3,population_error,0.8167651891708374,0.8727585673332214,2.83099627494812,3.5056464672088623
GAT_h32_l3_head4_a0.3,0.3,country_score,0.6705899834632874,0.3228006362915039,0.9990822672843933,0.9998816251754761
GAT_h32_l3_head4_a0.5,0.5,combined_score,0.7245442271232605,0.5761227011680603,2.0023066997528076,2.545844078063965
GAT_h32_l3_head4_a0.5,0.5,population_error,0.7765140533447266,0.8984702229499817,2.805361747741699,3.7002921104431152
GAT_h32_l3_head4_a0.5,0.5,country_score,0.6465893983840942,0.33395910263061523,0.9987688660621643,0.999931812286377
